0.76,0.76,1,0.8,0.02,0.02,0.06,0.42,0.3,0.24
1,0.98,0.96,0.74,0.18,0.24,0.1,0.1,0.06,0.12
0.98,1,1,1,0.94,0.56,0.42,0.02,0.18,0.1
1,1,1,1,1,0.92,0.6,0.26,0.12,0.12
0.02,0,0.02,0,0.02,0,0.12,0.04,0.02,0.04
1,0.98,1,0.84,0.3,0.08,0.18,0.04,0,0.04
1,1,1,1,0.7,0.08,0.12,0.02,0,0.06
1,1,1,1,0.98,0.64,0.22,0.02,0,0.04
1,1,1,0.98,0.78,0.14,0.02,0.02,0.04,0.04
1,1,1,1,0.84,0.24,0.1,0.04,0.02,0.12
1,1,1,1,1,0.72,0.3,0.04,0.04,0.04
1,1,1,0.98,0.88,0.36,0.06,0.04,0.04,0.04
1,1,1,1,0.86,0.26,0.18,0.02,0.04,0.04
1,1,1,1,0.98,0.56,0.46,0.06,0.08,0.1
1,1,1,1,0.72,0.26,0.04,0.02,0,0.08
1,1,1,1,0.56,0.3,0.26,0,0,0.02
1,1,1,1,0.84,0.02,0,0,0.06,0
1,1,1,1,1,0.8,0.58,0.08,0.08,0.02
1,1,1,1,1,0.92,0.6,0.12,0.02,0.04
1,1,1,1,0.86,0.48,0.16,0.12,0.08,0.06
1,1,1,1,1,0.98,0.82,0.4,0.06,0.02
1,1,1,1,0.62,0,0,0,0,0
1,1,1,0.86,0.32,0.4,0.2,0.06,0,0.1
1,1,1,0.94,0.96,0.9,0.32,0.06,0.14,0.02
1,1,1,1,1,0.86,0.62,0.16,0.14,0.02
1,1,1,0.92,0.94,0.24,0.4,0.06,0,0.04
1,1,1,0.8,0.88,0.52,0.54,0.08,0.16,0.06
1,1,1,1,1,0.92,0.62,0.16,0.14,0.04
1,1,1,0.66,0.88,0.42,0.16,0.04,0.1,0.04
1,1,1,0.78,0.96,0.52,0.42,0.06,0.08,0
1,0.92,0.46,0.2,0.1,0.08,0.12,0.08,0.08,0.06
1,1,1,0.92,0.8,0.44,0.12,0.02,0.06,0
1,1,1,0.94,0.92,0.46,0.36,0.08,0.12,0.06
